,dateTime,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9
304,2021-05-20 09:32:45,24.3475,25.8359,26.1066,26.7496,26.7157,27.5619,27.7312,28.1713,28.1713,27.6635
305,2021-05-20 09:32:48,24.3813,25.8697,26.0728,26.7496,26.7496,27.5619,27.8327,28.239,28.1713,27.6635
306,2021-05-20 09:32:50,24.3475,25.8697,26.1404,26.7496,26.7157,27.5619,27.7312,28.239,28.1713,27.7312
307,2021-05-20 09:32:51,24.3137,25.8697,26.1404,26.7496,26.7496,27.5281,27.6635,28.2729,28.1713,27.765
308,2021-05-20 09:32:53,24.3813,25.8697,26.1404,26.7496,26.8849,27.5619,27.8666,28.239,28.1374,27.765
309,2021-05-20 09:32:56,24.4152,25.9036,26.1404,26.7834,26.9526,27.5619,27.7989,28.1374,28.2052,27.7989
310,2021-05-20 09:32:58,24.3813,25.9036,26.1743,26.7834,26.9526,27.5619,28.0359,28.3406,28.2052,27.7989
311,2021-05-20 09:33:00,24.3475,25.9036,26.1404,26.7834,26.8172,27.6296,28.0697,28.1713,28.2052,27.8327
312,2021-05-20 09:33:01,24.3475,25.9036,26.2081,26.7834,26.9526,27.6296,28.0359,28.2729,28.239,27.8327
313,2021-05-20 09:33:03,24.4152,25.9374,26.2081,26.8172,26.9865,27.6973,28.0697,28.4083,28.2729,27.8327
314,2021-05-20 09:33:06,24.449,25.9374,26.2081,26.8172,26.8511,27.6635,27.9682,28.3067,28.2729,27.8327
315,2021-05-20 09:33:09,24.4152,25.9712,26.2081,26.7834,27.088,27.7312,27.7989,28.4083,28.2729,27.8327
316,2021-05-20 09:33:11,24.4152,25.9712,26.2419,26.8172,26.9188,27.7312,27.9004,28.4422,28.2729,27.8666
317,2021-05-20 09:33:14,24.3475,25.9712,26.2419,26.8511,27.1219,27.6973,28.1036,28.3406,28.3067,27.9343
318,2021-05-20 09:33:16,24.3475,25.9712,26.2419,26.8172,27.088,27.765,28.1036,28.476,28.3067,27.9343
319,2021-05-20 09:33:17,24.3475,25.9712,26.2081,26.7834,27.1557,27.765,28.1036,28.4422,28.3067,27.9682
320,2021-05-20 09:33:19,24.3475,26.0051,26.2758,26.8511,27.1557,27.7312,28.1713,28.5438,28.3406,27.9343
321,2021-05-20 09:33:21,24.3137,26.0389,26.2758,26.8172,27.1557,27.8666,28.2052,28.4083,28.3744,27.9682
322,2021-05-20 09:33:22,24.3475,26.0051,26.2758,26.8172,27.2234,27.765,28.2052,28.5099,28.3744,27.9343
323,2021-05-20 09:33:24,24.2799,26.0051,26.3096,26.8511,27.2911,27.7989,28.0359,28.5776,28.4083,28.002
324,2021-05-20 09:33:25,24.3475,26.0051,26.2758,26.8511,27.1896,27.7989,28.3067,28.5438,28.4083,27.9343
325,2021-05-20 09:33:27,24.3137,26.0051,26.3096,26.7834,27.325,27.8327,28.239,28.4422,28.4083,28.002
326,2021-05-20 09:33:29,24.3813,26.0389,26.2758,26.8511,27.2911,27.765,28.0697,28.6453,28.4422,27.9682
327,2021-05-20 09:33:30,24.3137,26.0389,26.3096,26.8172,27.2911,27.7989,28.239,28.5776,28.4422,28.002
328,2021-05-20 09:33:32,24.3475,26.0389,26.3096,26.8511,27.3927,27.8327,28.3406,28.7469,28.5099,28.002
329,2021-05-20 09:33:34,24.3475,26.0728,26.3096,26.8511,27.3588,27.8327,28.3067,28.5099,28.476,28.0359
330,2021-05-20 09:33:37,24.4152,26.1066,26.3435,26.8172,27.325,27.9004,28.3744,28.5438,28.5438,28.0359
331,2021-05-20 09:33:38,24.4152,26.1066,26.3435,26.8172,27.3588,27.9004,28.3067,28.5099,28.5438,28.0359
332,2021-05-20 09:33:40,24.449,26.1404,26.3435,26.8172,27.4604,27.9004,28.2052,28.476,28.5776,28.1036
333,2021-05-20 09:33:42,24.4152,26.0728,26.3435,26.8511,27.4265,27.9343,28.1374,28.6792,28.6115,28.0697
334,2021-05-20 09:33:45,24.3813,26.1404,26.3773,26.8511,27.4942,27.9682,28.1713,28.7131,28.6115,28.1036
335,2021-05-20 09:33:47,24.4828,26.1404,26.3773,26.8511,27.5619,27.9343,28.476,28.7808,28.6115,28.1036
